Date,Open,High,Low,Close,UBB(2),BollMA (20)  on Close,LBB(2),Volume,BollW (DIA US),%B (DIA US)
7/30/2020,262.48,263.82,259.941,263.28,271.4409,264.2585,257.0761,3055612,5.4359,0.4319
7/29/2020,264.19,266.07,263.8,265.5,271.7507,263.96,256.1693,1917868,5.9029,0.5988
7/28/2020,264.92,265.61,263.63,263.93,271.7673,263.5785,255.3897,1989345,6.2135,0.5215
7/27/2020,264.77,266.31,264.35,265.95,272.0177,263.1775,254.3373,2637853,6.7181,0.6568
7/24/2020,265.15,266.3399,264.05,264.69,272.7403,262.399,252.0577,2637694,7.8821,0.6108
7/23/2020,269.64,269.78,265.62,266.69,272.5382,262.0365,251.5348,2838003,8.0155,0.7216
7/22/2020,267.82,270.35,267.77,269.98,272.1793,261.4335,250.6877,2039285,8.2207,0.8977
7/21/2020,268.82,270.27,267.65,268.34,271.0167,261.0095,251.0022,3179711,7.6681,0.8663
7/20/2020,266.39,267.64,265.03,266.82,270.0345,260.6085,251.1825,4017368,7.2338,0.8295
7/17/2020,267.95,268.07,266.17,266.74,269.2155,260.2075,251.1995,3415083,6.9237,0.8626
7/16/2020,267.16,268.93,266.02,267.47,268.4658,259.943,251.4202,2478069,6.5574,0.9416
7/15/2020,270.47,270.54,267.05,268.91,267.515,259.6605,251.806,5220604,6.0498,1.0888
7/14/2020,260.54,267.05,260.1,266.59,266.3185,259.406,252.4935,7614334,5.3295,1.0196
7/13/2020,263.06,266.52,260.58,261.04,265.0772,258.994,252.9108,4875970,4.6976,0.6682
7/10/2020,257.2,261.16,256.46,260.82,264.8617,258.779,252.6963,3110122,4.7011,0.6678
7/9/2020,260.87,261.189,255.35,257.24,265.0106,258.3395,251.6684,3995584,5.1646,0.4176
7/8/2020,259.64,261.19,258.25,260.72,267.4796,259.0005,250.5214,2837849,6.5475,0.6014
7/7/2020,261.1,261.85,258.78,259.04,270.1718,259.6335,249.0953,2828663,8.1178,0.4718
7/6/2020,262.16,263.14,260.87,263,273.2796,260.4955,247.7114,2989142,9.8152,0.598
7/2/2020,261.15,262.17,257.88,258.42,274.5551,260.9225,247.29,3829965,10.4495,0.4082
7/1/2020,258.87,260.2563,257.14,257.31,274.7883,261.168,247.5477,3575294,10.4303,0.3584
6/30/2020,255.07,259.05,254.7226,257.87,274.9885,261.461,247.9335,3667863,10.3476,0.3673
6/29/2020,252.18,256.12,250.95,255.91,274.9885,261.46,247.9314,3759039,10.3485,0.2949
6/26/2020,255.65,256.0543,249.7,250.38,275.0118,261.428,247.8442,5331447,10.392,0.0933
6/25/2020,253.34,257.7125,252.06,257.44,274.6675,261.6235,248.5795,4312300,9.9716,0.3396
6/24/2020,259.22,259.52,252.94,254.63,274.778,261.469,248.1599,5903533,10.1802,0.2431
6/23/2020,262.83,263.15,261.02,261.5,274.7267,261.526,248.3253,2948032,10.0952,0.499
6/22/2020,257.88,260.58,256.68,260.32,275.0498,260.9635,246.8772,2823468,10.7956,0.4772
6/19/2020,264.21,264.46,257.61,258.8,275.9297,260.1915,244.4533,5852615,12.0974,0.4558
6/18/2020,260.04,262.26,259.11,261.45,276.5741,259.5025,242.4309,3268725,13.1572,0.557
6/17/2020,264.61,264.7,261.26,261.82,276.776,258.7165,240.6569,3669349,13.9609,0.5859
6/16/2020,267.09,267.14,258.69,263.82,277.0964,257.7365,238.3766,9238017,15.023,0.6571
6/15/2020,250.29,259.6,249.1,258.35,276.6431,256.842,237.0409,7421335,15.4189,0.5381
6/12/2020,259,260.32,251.43,256.74,277.3683,255.77,234.1717,9817238,16.8889,0.5225
6/11/2020,262.14,263.51,251.3801,252.03,277.8931,254.7705,231.6479,14257754,18.1517,0.4407
6/10/2020,273.2,274.1799,270.01,270.46,278.8266,253.81,228.7934,6531248,19.7128,0.8328
6/9/2020,273.24,275.02,272.13,273.38,276.8768,252.191,227.5053,4632645,19.577,0.9292
6/8/2020,272.9,276.38,272.9,276.28,273.6422,250.65,227.6577,4667603,18.3461,1.0574
6/5/2020,270.4,273.95,269.79,271.54,268.9289,249.017,229.1051,7866818,15.9924,1.0656
6/4/2020,262.37,264.43,261.385,263.33,264.8442,247.3855,229.9267,3937053,14.1146,0.9566
6/3/2020,260.35,264,259.66,263.17,262.4667,246.062,229.6573,5184539,13.3338,1.0214
6/2/2020,256.55,257.92,255.71,257.85,259.5127,244.8435,230.1743,3045777,11.9825,0.9433
6/1/2020,253.78,255.55,252.7,255.27,257.5406,243.822,230.1035,2079746,11.2529,0.9172
5/29/2020,253.27,255.32,250.68,254.29,255.8574,242.9225,229.9876,5132697,10.6494,0.9394
5/28/2020,257.87,257.94,253.8877,254.35,254.2121,242.369,230.5259,4971255,9.7728,1.0058
5/27/2020,253.73,255.79,250.33,255.77,252.6631,241.974,231.2849,5326092,8.8349,1.1453
5/26/2020,250.84,252.02,249.88,250.25,249.8535,241.24,232.6265,4872320,7.141,1.023
5/22/2020,244.91,245.1,243.17,244.88,248.3539,240.7935,233.2331,2521101,6.2796,0.7703
5/21/2020,245.55,247.38,243.88,245.02,247.8625,240.441,233.0194,3378211,6.1733,0.8085
5/20/2020,245.4,246.58,244.73,245.73,247.4044,239.9435,232.4826,3280550,6.2189,0.8878
5/19/2020,245.45,246.02,242.07,242.22,246.6839,239.3955,232.1071,4404718,6.089,0.6938
5/18/2020,243.51,247.2,243.361,245.93,246.9762,238.7955,230.6149,5234302,6.8516,0.9361
5/15/2020,234.16,237.25,233.41,236.91,245.8682,238.331,230.7938,4811095,6.325,0.4057
5/14/2020,230.08,236.76,228.3,236.75,246.3181,238.607,230.8959,6964490,6.4634,0.3796
5/13/2020,236.96,237.5,231.0233,232.82,246.3394,238.5365,230.7336,7531319,6.5423,0.1337
5/12/2020,243.81,244.14,237.94,238.08,246.1787,238.6495,231.1203,6433919,6.3098,0.4622
5/11/2020,241.68,243.94,241,242.56,246.2668,238.7295,231.1922,2742952,6.3145,0.7541
5/8/2020,242.27,243.8,241.34,243.62,245.8946,238.2995,230.7044,3904446,6.3744,0.8503
5/7/2020,239.24,241.18,238.55,238.91,245.1778,237.9755,230.7732,3411516,6.053,0.5649
5/6/2020,240.34,240.54,236.6017,236.86,245.105,237.7465,230.388,3082265,6.1902,0.4398
5/5/2020,240.02,241.735,238.7,238.8,246.0531,237.2335,228.4139,3143506,7.4354,0.5888
5/4/2020,235.21,237.7497,233.64,237.42,246.5549,236.62,226.6851,3845484,8.3974,0.5403
5/1/2020,239.58,240.33,236.5,237.28,250.3385,235.279,220.2195,4723466,12.8014,0.5664
4/30/2020,244.2,245.17,241.91,243.22,251.761,234.113,216.4651,4928857,15.0764,0.758
4/29/2020,245.48,247.665,244.2,246.45,252.5644,232.421,212.2776,5015346,17.3335,0.8482
4/28/2020,245.01,245.16,240.36,241.09,250.904,231.06,211.216,4709897,17.1765,0.7527
4/27/2020,239.12,242.19,238.45,241.32,249.7334,230.1605,210.5876,3632509,17.0081,0.7851
4/24/2020,236.61,238.33,234.2,237.83,248.6631,228.912,209.1609,3572511,17.2565,0.7258
4/23/2020,235.51,238.92,234.83,235.07,247.6524,228.274,208.8956,6364822,16.9782,0.6754
4/22/2020,234.4,236.27,233.39,234.77,247.4599,227.1235,206.7871,4323892,17.9078,0.688
4/21/2020,231.33,233.34,229.41,230.22,247.5774,225.717,203.8566,6571408,19.3697,0.603
4/20/2020,238.24,241.11,236.26,236.64,251.2218,223.5125,195.8031,7357417,24.7945,0.7369
4/17/2020,241.6,242.6598,238.25,242.43,251.4946,221.2755,191.0564,5924520,27.3136,0.85
4/16/2020,235.7,236.06,232.18,235.34,248.9938,219.2195,189.4452,6126358,27.1639,0.7707
4/15/2020,234.48,236.58,232.3908,235.08,247.4262,217.422,187.4178,6828004,27.6,0.7943
4/14/2020,238.7,240.47,236.88,239.68,245.2611,216.3415,187.4219,5391925,26.7352,0.9035
4/13/2020,236.41,236.69,230.96,233.96,241.9037,214.482,187.0603,6761902,25.5702,0.8552
4/9/2020,237.84,240.19,235.105,237.14,241.5591,214.3895,187.2199,9418378,25.346,0.9187
4/8/2020,229.14,235.25,226.84,234.33,238.2267,213.138,188.0493,7010161,23.5422,0.9223
4/7/2020,235.46,236.16,226.45,226.6,238.5646,213.2135,187.8624,10857730,23.78,0.764
4/6/2020,218.95,227.91,218.12,226.53,244.0507,214.407,184.7633,10322481,27.6518,0.7045
4/3/2020,212.73,214.55,208.69,210.6,246.0985,215.0165,183.9344,6664520,28.9113,0.429
4/2/2020,208.31,214.79,207.18,213.96,253.8046,217.429,181.0534,8231894,33.4598,0.4523
4/1/2020,210.65,214.78,207.767,209.38,260.8645,219.804,178.7435,8570347,37.361,0.3731
3/31/2020,221.95,224.75,218.44,219.23,269.2298,222.8795,176.5292,8426574,41.5923,0.4606
3/30/2020,217.36,223.72,215.1,223.1,273.821,224.883,175.945,7691810,43.523,0.4818
3/27/2020,217.61,223.26,214.57,216.35,279.3314,227.0795,174.8276,10545574,46.0208,0.3973
3/26/2020,214.43,225.87,214.01,225.07,282.3161,228.99,175.6639,16071887,46.5751,0.4632
3/25/2020,210.57,220.17,205.32,212.06,285.3166,230.6115,175.9064,17556068,47.4435,0.3304
3/24/2020,196.27,207.21,196.205,206.64,290.0353,233.4955,176.9557,14123621,48.4291,0.2625
3/23/2020,190.13,191.2,182.1,186.13,294.0423,236.6985,179.3547,15712333,48.453,0.0591
3/20/2020,203.29,205.29,191,191.9,296.6602,241.37,186.0798,12205979,45.8136,0.0526
3/19/2020,198.37,204.98,192.32,201.31,300.4815,246.262,192.0425,13532072,44.034,0.0855
3/18/2020,199.07,205.44,189.67,199.39,304.5452,250.8355,197.1258,13369843,42.8246,0.0211
3/17/2020,207.01,214.47,199.35,213.47,306.9526,255.571,204.1894,16128070,40.2093,0.0903
3/16/2020,206.5,218.31,201.51,202.49,309.5634,259.545,209.5266,12407034,38.5431,-0.0703
3/13/2020,225.65,232.48,213.2946,232.11,308.9915,264.1475,219.3035,13676016,33.9537,0.1428
3/12/2020,220.5,229,211.83,212.11,311.4931,267.283,223.0728,17322592,33.0812,-0.124
3/11/2020,243.54,244.91,233.6,235.84,309.3785,271.4635,233.5485,7732616,27.9338,0.0302
3/10/2020,247.29,250.54,237.09,250.47,309.5802,274.3185,239.0568,9407066,25.7086,0.1618
3/9/2020,241.5,247.0714,237.1701,238.72,310.8084,276.4425,242.0766,10406911,24.863,-0.0488
3/6/2020,253.67,260.1,252.43,258.85,309.2718,279.066,248.8602,7372397,21.6478,0.1654
3/5/2020,264.27,266.5299,259.56,261.46,310.1625,280.8105,251.4584,5872852,20.9052,0.1704
3/4/2020,265.45,271.11,262.96,270.89,310.7677,282.3805,253.9933,5408059,20.1056,0.2976
3/3/2020,267.8,271.02,257.18,259.3,311.2182,283.238,255.2578,11482599,19.7574,0.0722
3/2/2020,256.71,267.25,254.06,267.03,310.2073,284.472,258.7367,8544492,18.0934,0.1611
2/28/2020,250.52,255.12,247,254.56,309.735,285.2415,260.748,17555116,17.1739,-0.1263
2/27/2020,264.86,267.73,257.39,257.5,306.9977,286.9405,266.8833,11188868,13.9801,-0.2339
2/26/2020,271.99,275.31,268.83,269.74,303.2655,288.43,273.5945,7514831,10.2871,-0.1299
2/25/2020,280.8,281.36,269.8835,270.7,301.4488,289.3075,277.1662,9903677,8.3933,-0.2663
2/24/2020,280.33,282.7799,278.97,279.56,298.936,290.0405,281.145,6595237,6.134,-0.0891
2/21/2020,290.8,291.05,288.75,289.74,298.0441,290.5525,283.0609,3272935,5.1568,0.4458
2/20/2020,293.56,294.2925,290.17,292.78,298.1362,290.6425,283.1488,3493860,5.1566,0.6426
2/19/2020,293.77,294.72,293.385,294.1,298.0441,290.594,283.1439,1474385,5.1275,0.7353
2/18/2020,293.15,293.88,291.76,292.95,297.7812,290.4805,283.1798,2414999,5.0266,0.6691
2/14/2020,294.97,295.13,293.4,294.54,297.8201,290.4965,283.1729,1861714,5.0422,0.7761
2/13/2020,294.39,295.84,293.92,294.82,297.5941,290.416,283.238,2637966,4.9433,0.8068
2/12/2020,294.63,295.87,294.53,295.72,297.0806,290.1925,283.3044,2804383,4.7473,0.9012
2/11/2020,294.35,294.42,292.28,292.94,296.2786,289.8675,283.4564,1994456,4.4235,0.7396
2/10/2020,290.2,292.96,290.16,292.95,295.9328,289.6715,283.4102,2877674,4.3231,0.7618
2/7/2020,292.76,292.81,290.66,291.19,295.5387,289.436,283.3333,3839279,4.2169,0.6437
2/6/2020,294.02,294.14,292.45,293.74,295.4046,289.3545,283.3044,2857207,4.1818,0.8624
2/5/2020,290.76,293.04,289.95,292.86,294.7924,289.0375,283.2826,3305903,3.9821,0.8321
2/4/2020,287.68,289,287.4238,288.04,294.3264,288.6815,283.0366,3004116,3.9108,0.4432
2/3/2020,283.69,286.26,283.5006,283.98,294.3162,288.6285,282.9408,3169335,3.9412,0.0914
1/31/2020,286.96,287.23,281.61,282.42,294.1343,288.7455,283.3567,4885660,3.7326,-0.0869
1/30/2020,285.67,288.77,284.85,288.54,293.6004,289.0555,284.5107,3433177,3.1446,0.4433
1/29/2020,288.99,289.28,287.2139,287.29,293.7429,288.8835,284.0241,2137029,3.3642,0.336
1/28/2020,286.22,288.19,285.75,287.29,293.9243,288.7455,283.5667,2999200,3.5871,0.3595
1/27/2020,284.85,286.645,283.86,285.36,293.9467,288.6975,283.4483,4129077,3.6365,0.1821
1/24/2020,292.54,292.77,288.34,289.8,293.9009,288.7325,283.5641,3612534,3.5801,0.6033
1/23/2020,290.75,291.86,289.6,291.54,293.8807,288.493,283.1053,1872554,3.735,0.7828
1/22/2020,292.5,293.0693,291.58,291.81,293.5477,288.1825,282.8173,2077014,3.7235,0.8381
1/21/2020,292.44,293.28,291.37,291.83,293.1427,287.815,282.4873,4476910,3.7022,0.8768
1/17/2020,293.52,293.61,292.79,293.27,292.63,287.4465,282.263,2147389,3.6066,1.0617
1/16/2020,291.63,292.97,291.47,292.93,291.7041,286.9435,282.1829,2522044,3.3182,1.1288
1/15/2020,289.01,291.242,288.9527,290.35,290.6021,286.467,282.3319,2195108,2.887,0.9695
1/14/2020,288.87,290.49,288.72,289.22,290.0856,286.103,282.1204,2202118,2.7841,0.8913
1/13/2020,288.79,289.08,288.14,289.02,289.822,285.7475,281.673,1471574,2.8518,0.9016
1/10/2020,289.96,290.043,287.84,288.24,289.4981,285.394,281.2898,2989819,2.8761,0.8467
1/9/2020,288.95,289.84,288.43,289.56,289.5437,284.968,280.3923,1790626,3.2114,1.0018
1/8/2020,285.32,288.67,285.0825,287.4,289.1286,284.463,279.7975,3138656,3.2803,0.8148
1/7/2020,286.3,286.7873,285.58,285.74,288.9679,284.081,279.1941,1526173,3.4405,0.6697
1/6/2020,284.29,287.03,284.16,286.98,288.8653,283.829,278.7928,1648682,3.5488,0.8128
1/3/2020,285.34,287.11,285.18,286.32,288.8998,283.348,277.7962,3296709,3.9187,0.7677
1/2/2020,286.44,288.63,286.15,288.62,288.8953,282.8845,276.8737,3871798,4.2496,0.9771
12/31/2019,283.91,285.31,283.56,285.1,288.4506,282.229,276.0074,1342339,4.4089,0.7307
12/30/2019,286.34,286.41,284.1184,284.53,288.1951,281.884,275.5729,2556317,4.4778,0.7096
12/27/2019,286.83,286.85,285.9,286.33,287.9079,281.705,275.5021,1930421,4.4038,0.8728
12/26/2019,285.23,286.1,285.2,286.06,287.3159,281.484,275.6521,933330,4.1437,0.8923
12/24/2019,285.63,285.63,284.87,285.01,286.6901,281.249,275.8079,611593,3.8692,0.8456
12/23/2019,285.34,285.66,285.15,285.33,286.1998,281.0385,275.8772,2566018,3.673,0.9157
12/20/2019,284.76,285.0584,284.32,284.46,285.5613,280.715,275.8687,3638299,3.4528,0.8864
12/19/2019,283.65,284.54,283.5701,284.46,285.0706,280.378,275.6853,1816492,3.3474,0.9349
12/18/2019,283.79,283.91,283.15,283.21,284.452,280.065,275.678,1606536,3.1328,0.8584
12/17/2019,283.19,284,282.91,283.4,284.0213,279.871,275.7207,1698149,2.9658,0.9252
12/16/2019,282.93,284.11,282.93,283.07,283.5444,279.7145,275.8846,2120679,2.7384,0.9381
12/13/2019,281.93,283.61,281,282.11,283.0691,279.558,276.0468,3066885,2.5119,0.8634
12/12/2019,279.52,282.95,279.24,281.95,282.7148,279.364,276.0132,3791831,2.3989,0.8859
12/11/2019,279.13,279.9,278.65,279.72,282.3445,279.169,275.9936,1923604,2.2749,0.5868
12/10/2019,279.69,280.14,278.63,279.46,282.314,279.0475,275.781,1408673,2.3412,0.5631
12/9/2019,280.44,280.72,279.697,279.76,282.2934,278.9325,275.5716,1469588,2.4098,0.6231
12/6/2019,279.45,280.94,279.3881,280.7,282.2302,278.798,275.3658,2686913,2.4621,0.7771
12/5/2019,277.86,277.86,276.1514,277.36,282.0117,278.6155,275.2193,1455896,2.4379,0.3152
12/4/2019,277,277.76,276.61,277.05,282.2378,278.4875,274.7372,1932368,2.6934,0.3084
12/3/2019,275.43,275.64,273.62,275.51,282.4136,278.3755,274.3374,3837952,2.9012,0.1452
12/2/2019,281.45,281.49,278.2,278.2,282.5206,278.3275,274.1344,2552515,3.0131,0.4848
11/29/2019,281.3,281.57,280.84,280.95,282.8087,278.0845,273.3604,811888,3.3976,0.8033
11/27/2019,281.61,281.91,281.01,281.91,283.1418,277.561,271.9803,1790471,4.0213,0.8896
11/26/2019,281.07,281.58,280.6053,281.36,282.8062,277.0525,271.2988,1305783,4.1535,0.8743
11/25/2019,279.68,280.81,279.64,280.8,282.5228,276.528,270.5332,1815534,4.3358,0.8563
11/22/2019,278.38,279.03,277.7901,278.86,282.179,276.0285,269.878,1419523,4.4564,0.7302
11/21/2019,278.33,278.42,277.16,277.72,282.171,275.5655,268.96,1383484,4.7942,0.6631
11/20/2019,278.64,278.9,276.72,278.2,282.3767,275.0785,267.7803,2468704,5.3063,0.7139
11/19/2019,280.83,280.84,278.87,279.33,282.3055,274.5805,266.8555,1931159,5.6268,0.8074
11/18/2019,279.76,280.36,279.61,280.27,281.941,274.005,266.069,1793881,5.7926,0.8947
11/15/2019,278.87,279.95,278.495,279.94,281.1733,273.402,265.6307,2363768,5.6849,0.9207
11/14/2019,277.88,278.32,277.09,278.23,280.3349,272.787,265.2391,1586544,5.5339,0.8606
11/13/2019,276.34,278.4,276.17,278.05,279.577,272.3945,265.212,2599747,5.2736,0.8937
11/12/2019,277.43,277.99,276.64,277.29,278.7508,271.996,265.2412,1695664,4.9668,0.8919
11/11/2019,275.79,277.41,275.39,277.16,277.9791,271.6425,265.3058,1731935,4.6654,0.9354
11/8/2019,277.16,277.24,276.05,277.07,277.1826,271.1775,265.1724,1512713,4.4289,0.9906
11/7/2019,276.5567,278.05,276.5567,277.05,276.2224,270.732,265.2416,3029454,4.0559,1.0754
11/6/2019,275.02,275.21,273.99,274.8,275.351,270.13,264.909,1607540,3.8656,0.9472
11/5/2019,275.08,275.51,274.43,274.81,275.0916,269.5615,264.0313,1712906,4.1031,0.9745
11/4/2019,274.73,275.05,273.96,274.55,274.9053,268.9,262.8947,1574198,4.4666,0.9704
11/1/2019,271.86,273.34,271.69,273.34,274.0821,268.4095,262.7369,2989672,4.2268,0.9346
10/31/2019,271.57,271.66,269.07,270.48,273.3395,268.0255,262.7115,3024439,3.9653,0.7309
10/30/2019,270.87,271.99,269.88,271.74,273.3945,267.602,261.8095,2146834,4.3292,0.8572
10/29/2019,270.47,271.6,270.31,270.87,273.2467,267.051,260.8553,2885958,4.6401,0.8082
10/28/2019,270.78,271.58,270.1868,270.81,272.7543,266.7825,260.8107,1813273,4.4769,0.8372
10/25/2019,267.72,270.12,267.625,269.6,272.4925,266.701,260.9095,1825533,4.343,0.7503
10/24/2019,269.02,269.12,267.06,267.98,272.2921,266.6205,260.9489,1846919,4.2544,0.6199
10/23/2019,268.12,268.9,267.36,268.24,272.3935,266.6655,260.9375,1702903,4.296,0.6374
10/22/2019,268.48,269.38,267.76,267.82,272.563,266.7325,260.9019,2546297,4.3718,0.5933
10/21/2019,268.06,268.37,267.4,268.21,272.5765,266.74,260.9035,1384108,4.3762,0.6259
10/18/2019,269.61,275,267.62,267.64,272.7129,266.7975,260.8821,2241257,4.4344,0.5712
10/17/2019,270.67,271.15,269.71,270.38,272.8802,266.878,260.8757,1894478,4.4981,0.7917
10/16/2019,269.79,270.56,269.4,270.08,273.0692,266.93,260.7908,2419453,4.5999,0.7565
10/15/2019,269.12,271.19,268.86,270.22,273.4081,267.0245,260.641,3181257,4.7812,0.7503
10/14/2019,267.6,268.73,267.4352,267.86,273.6339,267.0915,260.549,1212897,4.899,0.5587
10/11/2019,267.7699,270.14,267.62,268.16,274.0321,267.257,260.4818,4186362,5.0701,0.5666
10/10/2019,263.23,266.0289,263.11,265.01,274.6381,267.479,260.3199,2430485,5.353,0.3276
10/9/2019,263.44,264.24,262.48,263.43,275.2056,267.8445,260.4834,2064206,5.4965,0.2001
10/8/2019,262.64,264.21,261.35,261.58,275.5076,268.2575,261.0074,3943473,5.4053,0.0395
10/7/2019,264.92,266.5,264.1851,264.74,275.2277,268.648,262.0683,2343319,4.8984,0.203
10/4/2019,262.88,265.85,262.72,265.66,275.1817,268.851,262.5204,3229515,4.7094,0.248
10/3/2019,260.31,262.03,257.38,262.01,275.1506,268.984,262.8174,5684506,4.5851,-0.0655
10/2/2019,264.06,264.06,259.5739,260.72,274.5889,269.2675,263.946,7035988,3.9525,-0.3031
10/1/2019,269.76,270.29,265.45,265.5,273.8213,269.428,265.0348,3568373,3.2612,0.0529
9/30/2019,268.51,269.83,268.51,269.18,274.5974,269.224,263.8506,2132213,3.9918,0.4959
9/27/2019,269.58,269.97,267,267.99,274.786,268.9715,263.157,3172209,4.3235,0.4156
9/26/2019,270.01,270.01,267.9,268.88,274.9793,268.767,262.5547,2406636,4.6228,0.5091
9/25/2019,268.4,270.13,267.42,269.58,275.5469,268.3425,261.1381,3413791,5.3696,0.5859
9/24/2019,270.42,270.609,266.88,267.97,276.2646,267.7535,259.2424,3745984,6.3574,0.5127
9/23/2019,268.25,269.97,268.07,269.36,276.6169,267.31,258.0031,1913266,6.9634,0.6101
9/20/2019,271.39,271.76,269.09,269.25,277.066,266.6565,256.2469,4080943,7.8075,0.6246
9/19/2019,272.47,273.2,271.13,271.42,276.8064,266.322,255.8376,3268663,7.8735,0.7431
9/18/2019,271.24,272.13,269.48,271.97,276.222,265.8525,255.483,3056480,7.8009,0.795
9/17/2019,270.59,271.58,270.37,271.56,275.5404,265.2385,254.9366,1762986,7.768,0.8068
9/16/2019,271.6,272.21,270.8,271.17,274.7341,264.7275,254.7209,4077522,7.5599,0.8219
9/13/2019,273.02,273.28,272.46,272.6,273.9699,264.113,254.2561,2182688,7.4642,0.9305
9/12/2019,272.62,273.44,271.46,272.32,272.8998,263.301,253.7022,3272206,7.2912,0.9698
9/11/2019,269.72,271.735,269.22,271.69,271.7349,262.439,253.1431,1899773,7.0842,0.9976
9/10/2019,268.48,269.42,267.55,269.39,270.3003,262.013,253.7257,2654313,6.3258,0.9451
9/9/2019,268.85,269.405,268.03,268.8,269.1399,261.5135,253.8871,2243429,5.8325,0.9777
9/6/2019,268.07,268.94,267.41,268.32,268.1451,261.2325,254.32,2470377,5.2922,1.0127
9/5/2019,266.73,268.7089,266.7,267.68,267.2872,261.023,254.7588,3624350,4.7997,1.0314
9/4/2019,263.58,263.95,262.77,263.93,266.1233,260.651,255.1787,1971058,4.199,0.7996
9/3/2019,262.07,262.2,260.03,261.42,265.7311,260.469,255.2069,3090489,4.0405,0.5904
8/30/2019,265.27,265.4,263.1701,264.13,265.6928,260.253,254.8131,2443354,4.1804,0.8564
8/29/2019,262.94,264.24,262,263.9,265.8308,260.287,254.7431,3742555,4.2598,0.8259
8/28/2019,257.02,260.46,256.34,260.39,266.2178,260.38,254.5422,2743182,4.484,0.5009
8/27/2019,260.51,260.56,257.24,257.8,267.6181,260.7865,253.9549,3081241,5.2392,0.2814
8/26/2019,259,259.42,257.18,259.1,269.7165,261.492,253.2675,3146630,6.2904,0.3546
8/23/2019,261.27,263.19,255.04,256.29,271.4941,262.1435,252.7929,6296172,7.1339,0.187
8/22/2019,262.71,263.82,260.95,262.56,272.7728,262.922,253.0712,2329657,7.4933,0.4816
8/21/2019,261.83,262.66,261.49,262.03,273.8789,263.3635,252.8481,2163005,7.9855,0.4366
8/20/2019,261.01,261.56,259.4735,259.69,275.1263,263.8925,252.6587,1981083,8.5139,0.313
8/19/2019,262.04,262.25,260.82,261.34,276.3521,264.5755,252.7989,2033201,8.9023,0.3626
8/16/2019,257.39,259.25,256.87,258.88,277.1551,265.091,253.0269,2748371,9.1019,0.2426
8/15/2019,256.24,256.9473,253.93,256.36,277.7335,265.7195,253.7056,4038455,9.0426,0.1105
8/14/2019,259.18,259.73,255.06,255.08,278.0417,266.515,254.9883,6147957,8.6499,0.004
8/13/2019,259.07,264.63,258.63,263.17,277.8822,267.375,256.8678,4332355,7.8595,0.2999
8/12/2019,261.42,262.17,258.56,259.4,278.5234,267.8875,257.2516,3072737,7.9406,0.101
8/9/2019,263.44,264.44,261.25,263.18,278.7575,268.5975,258.4375,3773003,7.5652,0.2334
8/8/2019,261.46,264.13,260.5768,264.13,279.1533,269.108,259.0627,3637099,7.4656,0.2522
8/7/2019,257.13,260.69,254.36,260.24,279.253,269.4475,259.6421,5089469,7.2782,0.0305
8/6/2019,258.55,260.36,257.05,260.29,278.7352,269.87,261.0048,4991027,6.57,-0.0403
8/5/2019,260.99,261.15,255.13,257.1,278.0248,270.2485,262.4722,6608172,5.755,-0.3454
8/2/2019,265.21,265.766,262.43,264.81,275.8612,270.7965,265.7318,5691451,3.7406,-0.091
8/1/2019,268.82,271.71,265.4,265.76,275.3498,271.0195,266.6892,7225326,3.1955,-0.1073
7/31/2019,272.3,272.68,267.1025,268.52,274.8838,271.2095,267.5352,5058843,2.7095,0.134
7/30/2019,271.09,272.155,270.62,271.91,274.983,271.1665,267.35,1674302,2.8149,0.5974
7/29/2019,271.86,272.68,271.69,272.13,275.1306,270.9195,266.7084,1346401,3.1088,0.6437
7/26/2019,271.655,272.05,271.11,271.86,275.3157,270.6055,265.8953,1731277,3.4812,0.6332
7/25/2019,272.48,272.58,270.5199,271.39,275.502,270.27,265.038,2348580,3.8717,0.607
7/24/2019,272.25,272.85,271.8286,272.61,275.6044,269.9615,264.3186,2355391,4.1805,0.7347
7/23/2019,272.79,273.61,271.95,273.35,275.4523,269.594,263.7357,1722929,4.346,0.8206
7/22/2019,271.77,272.16,270.8,271.65,274.9676,269.285,263.6024,1623561,4.2205,0.7081
7/19/2019,273.18,273.34,271.36,271.45,274.7074,269.0575,263.4076,2364266,4.1998,0.7117
7/18/2019,271.66,272.75,270.75,272.27,274.4436,268.889,263.3344,2124399,4.1315,0.8043
7/17/2019,273.34,273.45,272.18,272.28,274.0611,268.5535,263.0459,1550805,4.1017,0.8383
7/16/2019,273.62,273.99,272.9012,273.42,273.6052,268.206,262.8068,1780357,4.0262,0.9828
7/15/2019,273.55,273.6,272.96,273.6,273.1736,267.619,262.0644,2624471,4.1511,1.0384
7/12/2019,271.66,273.39,271.6,273.39,272.4644,267.0145,261.5646,2411152,4.0821,1.0849
7/11/2019,269.66,270.92,269.23,270.92,271.5341,266.423,261.312,2238488,3.8368,0.9399
7/10/2019,268.84,269.88,268.17,268.69,271.2021,265.8995,260.5969,1978567,3.9884,0.7631
7/9/2019,266.72,268.12,266.69,267.86,271.0758,265.509,259.9422,1406997,4.1933,0.7112
7/8/2019,267.9,268.43,267.47,268.06,270.9531,265.1655,259.3779,1423707,4.3652,0.7501
7/5/2019,268.71,269.48,267.32,269.27,270.7786,264.775,258.7714,2157032,4.5348,0.8744
